bettor_archetype,defender_archetype,hand,avg_ev_bb,n_boards_used
Loose-passive,Nit,AA,1.552653228939172,8
Loose-passive,Nit,KK,1.564743973233019,8
Loose-passive,Nit,QQ,1.5277397894637337,8
Loose-passive,Nit,JJ,1.5437342718255496,8
Loose-passive,Nit,TT,1.5295832213291634,8
Loose-passive,Nit,99,1.5187033587508438,8
Loose-passive,Nit,88,1.5322580048201788,8
Loose-passive,Nit,AKs,1.54154745559303,8
Loose-passive,Nit,77,1.527739789463734,8
Loose-passive,Nit,AKo,1.5414480548551883,8
Loose-passive,Nit,AJo,1.5460114523651978,8
Loose-passive,Nit,AQo,1.5367762201766242,8
Loose-passive,Nit,AQs,1.5367762201766237,8
Loose-passive,Nit,A9o,1.527739789463734,8
Loose-passive,Nit,A7o,1.545812650889514,8
Loose-passive,Nit,KJs,1.529800095666273,8
Loose-passive,Nit,QJs,1.5251192245569956,8
Loose-passive,Nit,A7s,1.545812650889514,8
Loose-passive,Nit,A9s,1.5367762201766237,8
Loose-passive,Nit,KTo,1.5415836013158817,8
Loose-passive,Nit,A8o,1.527739789463734,8
Loose-passive,Nit,AJs,1.5366858558694951,8
Loose-passive,Nit,ATs,1.5367762201766242,8
Loose-passive,Nit,K9s,1.5389449635477175,8
Loose-passive,Nit,55,1.5607950530114858,8
Loose-passive,Nit,66,1.5277397894637337,8
Loose-passive,Nit,KQs,1.5367762201766237,8
Loose-passive,Nit,A8s,1.527739789463734,8
Loose-passive,Nit,ATo,1.5389088178248662,8
Loose-passive,Nit,A5s,1.5487585273019162,8
Loose-passive,Nit,QTs,1.5529152854298456,8
Loose-passive,Nit,K8s,1.529872387111976,8
Loose-passive,Nit,KTs,1.5390353278548465,8
Loose-passive,Nit,A4s,1.5496983160960567,8
Loose-passive,Nit,KJo,1.5475657184478147,8
Loose-passive,Nit,K5s,1.5439511461626587,8
Loose-passive,Nit,A6s,1.527739789463734,8
Loose-passive,Nit,K9o,1.529800095666273,8
Loose-passive,Nit,A3s,1.527739789463734,8
Loose-passive,Nit,44,1.5255168275083628,8
Loose-passive,Nit,KQo,1.540228136708948,8
Loose-passive,Nit,K7s,1.547547645586389,8
Loose-passive,Nit,Q8s,1.5260409404897104,8
Loose-passive,Nit,A5o,1.5486862358562132,8
Loose-passive,Nit,Q5s,1.547891029953479,8
Loose-passive,Nit,A4o,1.5410956340573856,8
Loose-passive,Nit,Q9o,1.5187033587508436,8
Loose-passive,Nit,QTo,1.5492464945604123,8
Loose-passive,Nit,Q9s,1.534047218101331,8
Loose-passive,Nit,A6o,1.545812650889514,8
Loose-passive,Nit,A2s,1.5524815367556268,8
Loose-passive,Nit,JTs,1.5256252646769175,8
Loose-passive,Nit,K4o,1.5297278042205695,8
Loose-passive,Nit,K6s,1.5390534007162722,8
Loose-passive,Nit,K8o,1.5296735856362922,8
Loose-passive,Nit,K7o,1.5476560827549437,8
Loose-passive,Nit,J9o,1.5256433375383434,8
Loose-passive,Nit,J8s,1.5220287652531872,8
Loose-passive,Nit,JTo,1.5253903174783823,8
Loose-passive,Nit,K4s,1.5367762201766237,8
Loose-passive,Nit,K2s,1.552662265369885,8
Loose-passive,Nit,K6o,1.5478910299534787,8
Loose-passive,Nit,J9s,1.5366497101466436,8
Loose-passive,Nit,K3s,1.5390353278548465,8
Loose-passive,Nit,A3o,1.5367762201766242,8
Loose-passive,Nit,Q6s,1.5251553702798473,8
Loose-passive,Nit,QJo,1.536776220176624,8
Loose-passive,Nit,33,1.5501682104931271,8
Loose-passive,Nit,Q3s,1.5255529732312143,8
Loose-passive,Nit,J7s,1.5340833638241829,8
Loose-passive,Nit,Q6o,1.5277397894637337,8
Loose-passive,Nit,Q7s,1.543607761795569,8
Loose-passive,Nit,J5s,1.5426860458628542,8
Loose-passive,Nit,J6s,1.5204383534477186,8
Loose-passive,Nit,T9o,1.5187033587508436,8
Loose-passive,Nit,Q7o,1.536776220176624,8
Loose-passive,Nit,A2o,1.5666145143905874,8
Loose-passive,Nit,K5o,1.5526984110927362,8
Loose-passive,Nit,K3o,1.558409435303283,8
Loose-passive,Nit,Q8o,1.5187033587508436,8
Loose-passive,Nit,T7s,1.543354741735608,8
Loose-passive,Nit,J8o,1.5148357664057268,8
Loose-passive,Nit,97s,1.5254987546469372,8
Loose-passive,Nit,T8s,1.525263807448402,8
Loose-passive,Nit,Q4s,1.5348424240040655,8
Loose-passive,Nit,J4s,1.5256071918154916,8
Loose-passive,Nit,J3s,1.5164442510726213,8
Loose-passive,Nit,96s,1.5250469331112928,8
Loose-passive,Nit,J7o,1.527739789463734,8
Loose-passive,Nit,Q5o,1.5411317797802369,8
Loose-passive,Nit,J4o,1.5096669280379535,8
Loose-passive,Nit,98s,1.5253903174783825,8
Loose-passive,Nit,T9s,1.5348062782812137,8
Loose-passive,Nit,K2o,1.556674440606408,8
Loose-passive,Nit,Q4o,1.5187033587508436,8
Loose-passive,Nit,22,1.545812650889514,8
Loose-passive,Nit,98o,1.5187033587508438,8
Loose-passive,Nit,Q2s,1.5413667269787719,8
Loose-passive,Nit,T8o,1.5187033587508436,8
Loose-passive,Nit,Q3o,1.536776220176624,8
Loose-passive,Nit,J6o,1.5277397894637337,8
Loose-passive,Nit,J5o,1.5361255971652958,8
Loose-passive,Nit,J2s,1.5328724821086555,8
Loose-passive,Nit,T4s,1.5350231526183231,8
Loose-passive,Nit,T3s,1.525426463201234,8
Loose-passive,Nit,97o,1.5187033587508438,8
Loose-passive,Nit,87s,1.5348604968654913,8
Loose-passive,Nit,96o,1.5277397894637337,8
Loose-passive,Nit,T4o,1.5187033587508436,8
Loose-passive,Nit,T5s,1.5474392084178343,8
Loose-passive,Nit,T6s,1.5255710460926402,8
Loose-passive,Nit,85s,1.5432282317056276,8
Loose-passive,Nit,J3o,1.527739789463734,8
Loose-passive,Nit,76s,1.5479091028149046,8
Loose-passive,Nit,95s,1.5479994671220336,8
Loose-passive,Nit,T7o,1.536776220176624,8
Loose-passive,Nit,T2s,1.541475164147327,8
Loose-passive,Nit,T5o,1.5411498526416627,8
Loose-passive,Nit,93s,1.5254626089240857,8
Loose-passive,Nit,95o,1.541131779780237,8
Loose-passive,Nit,75s,1.5573973550634395,8
Loose-passive,Nit,Q2o,1.536776220176624,8
Loose-passive,Nit,87o,1.527739789463734,8
Loose-passive,Nit,86s,1.5202576248334607,8
Loose-passive,Nit,94s,1.5344448210526982,8
Loose-passive,Nit,85o,1.5364147629481084,8
Loose-passive,Nit,92s,1.541384799840198,8
Loose-passive,Nit,T3o,1.536776220176624,8
Loose-passive,Nit,86o,1.5277397894637337,8
Loose-passive,Nit,T6o,1.536776220176624,8
Loose-passive,Nit,93o,1.536776220176624,8
Loose-passive,Nit,J2o,1.536776220176624,8
Loose-passive,Nit,65s,1.5422522971886352,8
Loose-passive,Nit,76o,1.5413305812559204,8
Loose-passive,Nit,74s,1.5434993246270143,8
Loose-passive,Nit,73s,1.5347339868355108,8
Loose-passive,Nit,83s,1.516624979686879,8
Loose-passive,Nit,84o,1.5096669280379535,8
Loose-passive,Nit,T2o,1.536776220176624,8
Loose-passive,Nit,84s,1.5257156289840463,8
Loose-passive,Nit,54s,1.5525719010627559,8
Loose-passive,Nit,53s,1.538583506319202,8
Loose-passive,Nit,75o,1.550511594860217,8
Loose-passive,Nit,64s,1.5402100638475222,8
Loose-passive,Nit,92o,1.5458126508895143,8
Loose-passive,Nit,82s,1.5350412254797492,8
Loose-passive,Nit,74o,1.527739789463734,8
Loose-passive,Nit,64o,1.5235468856129528,8
Loose-passive,Nit,43s,1.5254626089240855,8
Loose-passive,Nit,82o,1.536776220176624,8
Loose-passive,Nit,94o,1.5187033587508438,8
Loose-passive,Nit,65o,1.5361617428881473,8
Loose-passive,Nit,73o,1.5458126508895143,8
Loose-passive,Nit,72s,1.5509453435344356,8
Loose-passive,Nit,63s,1.5245408929913706,8
Loose-passive,Nit,53o,1.5571985535877555,8
Loose-passive,Nit,32s,1.5405715210760378,8
Loose-passive,Nit,83o,1.527739789463734,8
Loose-passive,Nit,62s,1.5548310087409782,8
Loose-passive,Nit,42s,1.5418185485144167,8
Loose-passive,Nit,52s,1.5553731945837517,8
Loose-passive,Nit,62o,1.5502043562159786,8
Loose-passive,Nit,72o,1.5548490816024043,8
Loose-passive,Nit,54o,1.5507284691973262,8
Loose-passive,Nit,63o,1.5358906499667606,8
Loose-passive,Nit,32o,1.536776220176624,8
Loose-passive,Nit,52o,1.5595299527116813,8
Loose-passive,Nit,42o,1.545812650889514,8
Loose-passive,Nit,43o,1.536776220176624,8
Loose-passive,TAG,AA,1.6564039008894278,8
Loose-passive,TAG,KK,1.6764285049511052,8
Loose-passive,TAG,QQ,1.5939314972922893,8
Loose-passive,TAG,JJ,1.62673041773814,8
Loose-passive,TAG,TT,1.5902790967329454,8
Loose-passive,TAG,99,1.5746155679660072,8
Loose-passive,TAG,88,1.614664776089362,8
Loose-passive,TAG,AKs,1.627293723297044,8
Loose-passive,TAG,77,1.5927867150274204,8
Loose-passive,TAG,AKo,1.6282567940912989,8
Loose-passive,TAG,AJo,1.615464306560064,8
Loose-passive,TAG,AQo,1.6109578620888336,8
Loose-passive,TAG,AQs,1.6109578620888336,8
Loose-passive,TAG,A9o,1.5927867150274204,8
Loose-passive,TAG,A7o,1.6291290091502468,8
Loose-passive,TAG,KJs,1.5999461469696172,8
Loose-passive,TAG,QJs,1.5944948028511934,8
Loose-passive,TAG,A7s,1.6291290091502468,8
Loose-passive,TAG,A9s,1.6109578620888336,8
Loose-passive,TAG,KTo,1.618807797619364,8
Loose-passive,TAG,A8o,1.5927867150274204,8
Loose-passive,TAG,AJs,1.5972931594986508,8
Loose-passive,TAG,ATs,1.6109578620888336,8
Loose-passive,TAG,K9s,1.617971924854539,8
Loose-passive,TAG,55,1.6721946276857962,8
Loose-passive,TAG,66,1.5927867150274204,8
Loose-passive,TAG,KQs,1.615464306560064,8
Loose-passive,TAG,A8s,1.5927867150274204,8
Loose-passive,TAG,ATo,1.6123933827066852,8
Loose-passive,TAG,A5s,1.639959012798849,8
Loose-passive,TAG,QTs,1.647736263741134,8
Loose-passive,TAG,K8s,1.5990012473224235,8
Loose-passive,TAG,KTs,1.6177175287956793,8
Loose-passive,TAG,A4s,1.6386870325045502,8
Loose-passive,TAG,KJo,1.6361430719159522,8
Loose-passive,TAG,K5s,1.6269121292087543,8
Loose-passive,TAG,A6s,1.5927867150274204,8
Loose-passive,TAG,K9o,1.599546381734266,8
Loose-passive,TAG,A3s,1.5927867150274204,8
Loose-passive,TAG,44,1.595803125439615,8
Loose-passive,TAG,KQo,1.6210610198549793,8
Loose-passive,TAG,K7s,1.6357069643864783,8
Loose-passive,TAG,Q8s,1.5941677222040878,8
Loose-passive,TAG,A5o,1.6389414285634099,8
Loose-passive,TAG,Q5s,1.6419578389756047,8
Loose-passive,TAG,A4o,1.6208793083843651,8
Loose-passive,TAG,Q9o,1.5746155679660072,8
Loose-passive,TAG,QTo,1.6331630037978804,8
Loose-passive,TAG,Q9s,1.6116847079712902,8
Loose-passive,TAG,A6o,1.6291290091502468,8
Loose-passive,TAG,A2s,1.6473001562116598,8
Loose-passive,TAG,JTs,1.5952579910277727,8
Loose-passive,TAG,K4o,1.59998248926374,8
Loose-passive,TAG,K6s,1.6189531667958554,8
Loose-passive,TAG,K8o,1.599764435499003,8
Loose-passive,TAG,K7o,1.635997702739461,8
Loose-passive,TAG,J9o,1.577559293789956,8
Loose-passive,TAG,J8s,1.592641345850929,8
Loose-passive,TAG,JTo,1.5904608082035594,8
Loose-passive,TAG,K4s,1.6109578620888336,8
Loose-passive,TAG,K2s,1.6461008605056067,8
Loose-passive,TAG,K6o,1.6358159912688468,8
Loose-passive,TAG,J9s,1.5995100394401434,8
Loose-passive,TAG,K3s,1.6195709857959435,8
Loose-passive,TAG,A3o,1.6109578620888336,8
Loose-passive,TAG,Q6s,1.5939860107334738,8
Loose-passive,TAG,QJo,1.6109578620888336,8
Loose-passive,TAG,33,1.6450832762701675,8
Loose-passive,TAG,Q3s,1.5942404067923335,8
Loose-passive,TAG,J7s,1.6137562187362913,8
Loose-passive,TAG,Q6o,1.5927867150274204,8
Loose-passive,TAG,Q7s,1.6300739087974403,8
Loose-passive,TAG,J5s,1.6448652225054305,8
Loose-passive,TAG,J6s,1.5908969157330335,8
Loose-passive,TAG,T9o,1.5746155679660072,8
Loose-passive,TAG,Q7o,1.6109578620888336,8
Loose-passive,TAG,A2o,1.673648319450709,8
Loose-passive,TAG,K5o,1.6447925379171848,8
Loose-passive,TAG,K3o,1.6569308641542089,8
Loose-passive,TAG,Q8o,1.5746155679660072,8
Loose-passive,TAG,T7s,1.6325451847977925,8
Loose-passive,TAG,J8o,1.573816037495305,8
Loose-passive,TAG,97s,1.5954760447925096,8
Loose-passive,TAG,T8s,1.5951489641454042,8
Loose-passive,TAG,Q4s,1.6114666542065532,8
Loose-passive,TAG,J4s,1.5944948028511934,8
Loose-passive,TAG,J3s,1.5767961056133768,8
Loose-passive,TAG,96s,1.5936589300863684,8
Loose-passive,TAG,J7o,1.5927867150274204,8
Loose-passive,TAG,Q5o,1.622987161443489,8
Loose-passive,TAG,J4o,1.556444420904594,8
Loose-passive,TAG,98s,1.5959121523219835,8
Loose-passive,TAG,T9s,1.6132837689126944,8
Loose-passive,TAG,K2o,1.6534056616242947,8
Loose-passive,TAG,Q4o,1.5746155679660072,8
Loose-passive,TAG,22,1.6291290091502468,8
Loose-passive,TAG,98o,1.5746155679660072,8
Loose-passive,TAG,Q2s,1.6206612546196282,8
Loose-passive,TAG,T8o,1.5746155679660072,8
Loose-passive,TAG,Q3o,1.6109578620888336,8
Loose-passive,TAG,J6o,1.5927867150274204,8
Loose-passive,TAG,J5o,1.6225147116198921,8
Loose-passive,TAG,J2s,1.603980141617251,8
Loose-passive,TAG,T4s,1.6137198764421685,8
Loose-passive,TAG,T3s,1.5955123870866323,8
Loose-passive,TAG,97o,1.5746155679660072,8
Loose-passive,TAG,87s,1.6132474266185717,8
Loose-passive,TAG,96o,1.5927867150274204,8
Loose-passive,TAG,T4o,1.5746155679660072,8
Loose-passive,TAG,T5s,1.6450832762701675,8
Loose-passive,TAG,T6s,1.5958394677337377,8
Loose-passive,TAG,85s,1.642648342563938,8
Loose-passive,TAG,J3o,1.5927867150274204,8
Loose-passive,TAG,76s,1.6414490468578848,8
Loose-passive,TAG,95s,1.6439930074464828,8
Loose-passive,TAG,T7o,1.6109578620888336,8
Loose-passive,TAG,T2s,1.6224783693257696,8
Loose-passive,TAG,T5o,1.6236413227377,8
Loose-passive,TAG,93s,1.5948582257924215,8
Loose-passive,TAG,95o,1.623023503737612,8
Loose-passive,TAG,75s,1.6622368390961417,8
Loose-passive,TAG,Q2o,1.6109578620888336,8
Loose-passive,TAG,87o,1.5927867150274204,8
Loose-passive,TAG,86s,1.5922415806155783,8
Loose-passive,TAG,94s,1.613174742030326,8
Loose-passive,TAG,85o,1.6229144768552435,8
Loose-passive,TAG,92s,1.6230598460317347,8
Loose-passive,TAG,T3o,1.6109578620888336,8
Loose-passive,TAG,86o,1.5927867150274204,8
Loose-passive,TAG,T6o,1.6109578620888336,8
Loose-passive,TAG,93o,1.6109578620888336,8
Loose-passive,TAG,J2o,1.6109578620888336,8
Loose-passive,TAG,65s,1.6419941812697274,8
Loose-passive,TAG,76o,1.622187630972787,8
Loose-passive,TAG,74s,1.6316366274447218,8
Loose-passive,TAG,73s,1.6133201112068174,8
Loose-passive,TAG,83s,1.5767961056133768,8
Loose-passive,TAG,84o,1.556444420904594,8
Loose-passive,TAG,T2o,1.6109578620888336,8
Loose-passive,TAG,84s,1.5954033602042639,8
Loose-passive,TAG,54s,1.6507163318592057,8
Loose-passive,TAG,53s,1.6256038066203327,8
Loose-passive,TAG,75o,1.641848812093236,8
Loose-passive,TAG,64s,1.6244045109142793,8
Loose-passive,TAG,92o,1.6291290091502468,8
Loose-passive,TAG,82s,1.608777324441464,8
Loose-passive,TAG,74o,1.5927867150274204,8
Loose-passive,TAG,64o,1.5863177866735572,8
Loose-passive,TAG,43s,1.5954760447925096,8
Loose-passive,TAG,82o,1.6109578620888336,8
Loose-passive,TAG,94o,1.5746155679660072,8
Loose-passive,TAG,65o,1.6200434356195401,8
Loose-passive,TAG,73o,1.6291290091502468,8
Loose-passive,TAG,72s,1.6391958246222698,8
Loose-passive,TAG,63s,1.5969297365574227,8
Loose-passive,TAG,53o,1.6631817387433352,8
Loose-passive,TAG,32s,1.625930887267438,8
Loose-passive,TAG,83o,1.5927867150274204,8
Loose-passive,TAG,62s,1.652933211800698,8
Loose-passive,TAG,42s,1.6223693424434011,8
Loose-passive,TAG,52s,1.6554771723892958,8
Loose-passive,TAG,62o,1.6393048515046382,8
Loose-passive,TAG,72o,1.64730015621166,8
Loose-passive,TAG,54o,1.6419578389756044,8
Loose-passive,TAG,63o,1.6121935000890095,8
Loose-passive,TAG,32o,1.6109578620888336,8
Loose-passive,TAG,52o,1.6599472745664035,8
Loose-passive,TAG,42o,1.6291290091502468,8
Loose-passive,TAG,43o,1.6109578620888336,8
Loose-passive,LAG,AA,1.9542428496137396,8
Loose-passive,LAG,KK,1.9848739375173263,8
Loose-passive,LAG,QQ,1.756739370370071,8
Loose-passive,LAG,JJ,1.8054190790922702,8
Loose-passive,LAG,TT,1.6903720132456321,8
Loose-passive,LAG,99,1.6312756719366912,8
Loose-passive,LAG,88,1.7484885722815626,8
Loose-passive,LAG,AKs,1.823983374791414,8
Loose-passive,LAG,77,1.6695903155602019,8
Loose-passive,LAG,AKo,1.8304808782861146,8
Loose-passive,LAG,AJo,1.7581832600355605,8
Loose-passive,LAG,AQo,1.7574613152028156,8
Loose-passive,LAG,AQs,1.7443631732373084,8
Loose-passive,LAG,A9o,1.6902173107814726,8
Loose-passive,LAG,A7o,1.7895362927718916,8
Loose-passive,LAG,KJs,1.7363702125890659,8
Loose-passive,LAG,QJs,1.681553972788539,8
Loose-passive,LAG,A7s,1.7903098050926896,8
Loose-passive,LAG,A9s,1.7396705318244696,8
Loose-passive,LAG,KTo,1.793094449447561,8
Loose-passive,LAG,A8o,1.691867470399174,8
Loose-passive,LAG,AJs,1.7387423170395122,8
Loose-passive,LAG,ATs,1.7438474983567769,8
Loose-passive,LAG,K9s,1.7926303420550824,8
Loose-passive,LAG,55,1.9341315292730004,8
Loose-passive,LAG,66,1.6739219845566686,8
Loose-passive,LAG,KQs,1.750912244220062,8
Loose-passive,LAG,A8s,1.692073740351387,8
Loose-passive,LAG,ATo,1.7664340581240685,8
Loose-passive,LAG,A5s,1.8201673806754788,8
Loose-passive,LAG,QTs,1.8329045502246135,8
Loose-passive,LAG,K8s,1.7311618962956952,8
Loose-passive,LAG,KTs,1.7855140287037439,8
Loose-passive,LAG,A4s,1.8224879176378717,8
Loose-passive,LAG,KJo,1.8339874674737309,8
Loose-passive,LAG,K5s,1.8036657844984623,8
Loose-passive,LAG,A6s,1.6919190378872275,8
Loose-passive,LAG,K9o,1.7390001544797782,8
Loose-passive,LAG,A3s,1.6922284428155465,8
Loose-passive,LAG,44,1.693311360064663,8
Loose-passive,LAG,KQo,1.7856687311679034,8
Loose-passive,LAG,K7s,1.8322341728799225,8
Loose-passive,LAG,Q8s,1.6819665126929642,8
Loose-passive,LAG,A5o,1.8197548407710533,8
Loose-passive,LAG,Q5s,1.8029438396657178,8
Loose-passive,LAG,A4o,1.7726737241785027,8
Loose-passive,LAG,Q9o,1.6326679941141267,8
Loose-passive,LAG,QTo,1.775303666069215,8
Loose-passive,LAG,Q9s,1.7426614461315537,8
Loose-passive,LAG,A6o,1.7954665538980072,8
Loose-passive,LAG,A2s,1.8505406311388,8
Loose-passive,LAG,JTs,1.6786661934575609,8
Loose-passive,LAG,K4o,1.7317807061523336,8
Loose-passive,LAG,K6s,1.774994261140896,8
Loose-passive,LAG,K8o,1.7353904303160559,8
Loose-passive,LAG,K7o,1.82537569696885,8
Loose-passive,LAG,J9o,1.684802724535889,8
Loose-passive,LAG,J8s,1.6916612004469616,8
Loose-passive,LAG,JTo,1.6698997204885204,8
Loose-passive,LAG,K4s,1.757255045250603,8
Loose-passive,LAG,K2s,1.8552332725516396,8
Loose-passive,LAG,K6o,1.8021187598568673,8
Loose-passive,LAG,J9s,1.73286362340145,8
Loose-passive,LAG,K3s,1.7688061625745144,8
Loose-passive,LAG,A3o,1.7254894726098455,8
Loose-passive,LAG,Q6s,1.6811414328841132,8
Loose-passive,LAG,QJo,1.7254894726098455,8
Loose-passive,LAG,33,1.8454354498215353,8
Loose-passive,LAG,Q3s,1.6808320279557942,8
Loose-passive,LAG,J7s,1.7278615770602919,8
Loose-passive,LAG,Q6o,1.6739219845566686,8
Loose-passive,LAG,Q7s,1.7787586877687778,8
Loose-passive,LAG,J5s,1.8095444781365244,8
Loose-passive,LAG,J6s,1.6867107215938564,8
Loose-passive,LAG,T9o,1.6334930739229776,8
Loose-passive,LAG,Q7o,1.7181153218182414,8
Loose-passive,LAG,A2o,1.9263964060650238,8
Loose-passive,LAG,K5o,1.8575022420259795,8
Loose-passive,LAG,K3o,1.8750351879640594,8
Loose-passive,LAG,Q8o,1.6223544965034913,8
Loose-passive,LAG,T7s,1.7827293843488723,8
Loose-passive,LAG,J8o,1.632667994114127,8
Loose-passive,LAG,97s,1.6967663817642262,8
Loose-passive,LAG,T8s,1.6808320279557942,8
Loose-passive,LAG,Q4s,1.741372258930224,8
Loose-passive,LAG,J4s,1.6882577462354518,8
Loose-passive,LAG,J3s,1.6303990246397873,8
Loose-passive,LAG,96s,1.6938786024332484,8
Loose-passive,LAG,J7o,1.6656711864681601,8
Loose-passive,LAG,Q5o,1.7420942037629685,8
Loose-passive,LAG,J4o,1.5707870084503144,8
Loose-passive,LAG,98s,1.6939301699213014,8
Loose-passive,LAG,T9s,1.7486432747457226,8
Loose-passive,LAG,K2o,1.8552332725516396,8
Loose-passive,LAG,Q4o,1.6223544965034913,8
Loose-passive,LAG,22,1.7770569606630229,8
Loose-passive,LAG,98o,1.6319976167694357,8
Loose-passive,LAG,Q2s,1.7507575417559025,8
Loose-passive,LAG,T8o,1.6223544965034913,8
Loose-passive,LAG,Q3o,1.7254894726098455,8
Loose-passive,LAG,J6o,1.6739219845566686,8
Loose-passive,LAG,J5o,1.7501387318992645,8
Loose-passive,LAG,J2s,1.700840213320427,8
Loose-passive,LAG,T4s,1.7391032894558842,8
Loose-passive,LAG,T3s,1.6826884575257086,8
Loose-passive,LAG,97o,1.6319460492813822,8
Loose-passive,LAG,87s,1.7285835218930363,8
Loose-passive,LAG,96o,1.683668239798719,8
Loose-passive,LAG,T4o,1.6223544965034913,8
Loose-passive,LAG,T5s,1.8057284840205892,8
Loose-passive,LAG,T6s,1.6828947274779213,8
Loose-passive,LAG,85s,1.817279601344501,8
Loose-passive,LAG,J3o,1.6739219845566682,8
Loose-passive,LAG,76s,1.8121228525391833,8
Loose-passive,LAG,95s,1.8152169018223738,8
Loose-passive,LAG,T7o,1.7226016932788677,8
Loose-passive,LAG,T2s,1.7515826215647534,8
Loose-passive,LAG,T5o,1.7443631732373084,8
Loose-passive,LAG,93s,1.6938786024332482,8
Loose-passive,LAG,95o,1.7531812136944018,8
Loose-passive,LAG,75s,1.8535831129339377,8
Loose-passive,LAG,Q2o,1.7254894726098455,8
Loose-passive,LAG,87o,1.667888588454447,8
Loose-passive,LAG,86s,1.6944458448018331,8
Loose-passive,LAG,94s,1.7527686737899766,8
Loose-passive,LAG,85o,1.757770720131135,8
Loose-passive,LAG,92s,1.7635978462811437,8
Loose-passive,LAG,T3o,1.7254894726098455,8
Loose-passive,LAG,86o,1.6739219845566686,8
Loose-passive,LAG,T6o,1.7254894726098455,8
Loose-passive,LAG,93o,1.7254894726098455,8
Loose-passive,LAG,J2o,1.7254894726098455,8
Loose-passive,LAG,65s,1.8191360309144156,8
Loose-passive,LAG,76o,1.7555017506567947,8
Loose-passive,LAG,74s,1.7877314306900307,8
Loose-passive,LAG,73s,1.7306462214151637,8
Loose-passive,LAG,83s,1.632358589185808,8
Loose-passive,LAG,84o,1.5707870084503144,8
Loose-passive,LAG,T2o,1.7254894726098455,8
Loose-passive,LAG,84s,1.6921768753274933,8
Loose-passive,LAG,54s,1.8454354498215357,8
Loose-passive,LAG,53s,1.7752005310931085,8
Loose-passive,LAG,75o,1.7858234336320629,8
Loose-passive,LAG,64s,1.775097396117002,8
Loose-passive,LAG,92o,1.7875767282258708,8
Loose-passive,LAG,82s,1.716929269593018,8
Loose-passive,LAG,74o,1.669126208167723,8
Loose-passive,LAG,64o,1.6502009400522066,8
Loose-passive,LAG,43s,1.6924862802558123,8
Loose-passive,LAG,82o,1.7254894726098455,8
Loose-passive,LAG,94o,1.632667994114127,8
Loose-passive,LAG,65o,1.7512732166364344,8
Loose-passive,LAG,73o,1.7721064818099177,8
Loose-passive,LAG,72s,1.7979933608126126,8
Loose-passive,LAG,63s,1.7004276734160015,8
Loose-passive,LAG,53o,1.8761696727012291,8
Loose-passive,LAG,32s,1.7836575991338295,8
Loose-passive,LAG,83o,1.6739219845566682,8
Loose-passive,LAG,62s,1.8519329533162359,8
Loose-passive,LAG,42s,1.752098296445285,8
Loose-passive,LAG,52s,1.8370815167569212,8
Loose-passive,LAG,62o,1.8064504288533336,8
Loose-passive,LAG,72o,1.8226426201020316,8
Loose-passive,LAG,54o,1.8163513865595435,8
Loose-passive,LAG,63o,1.743434958452351,8
Loose-passive,LAG,32o,1.7254894726098455,8
Loose-passive,LAG,52o,1.848838904033045,8
Loose-passive,LAG,42o,1.7770569606630224,8
Loose-passive,LAG,43o,1.7254894726098455,8
Loose-passive,Loose-passive,AA,2.1504332941406323,8
Loose-passive,Loose-passive,KK,2.1801638180141234,8
Loose-passive,Loose-passive,QQ,1.9061754619138642,8
Loose-passive,Loose-passive,JJ,1.9662359153841027,8
Loose-passive,Loose-passive,TT,1.834007012833857,8
Loose-passive,Loose-passive,99,1.7700504221624553,8
Loose-passive,Loose-passive,88,1.9050965316120037,8
Loose-passive,Loose-passive,AKs,2.0028596050750362,8
Loose-passive,Loose-passive,77,1.8148260296896692,8
Loose-passive,Loose-passive,AKo,1.9905717877482911,8
Loose-passive,Loose-passive,AJo,1.9100116585427018,8
Loose-passive,Loose-passive,AQo,1.9134882117375858,8
Loose-passive,Loose-passive,AQs,1.8926288925682815,8
Loose-passive,Loose-passive,A9o,1.8309500436452522,8
Loose-passive,Loose-passive,A7o,1.9492727334159614,8
Loose-passive,Loose-passive,KJs,1.9037178984485152,8
Loose-passive,Loose-passive,QJs,1.8507903730850215,8
Loose-passive,Loose-passive,A7s,1.947174813384566,8
Loose-passive,Loose-passive,A9s,1.8908306753985138,8
Loose-passive,Loose-passive,KTo,1.949632376849915,8
Loose-passive,Loose-passive,A8o,1.832988023104322,8
Loose-passive,Loose-passive,AJs,1.8935280011531652,8
Loose-passive,Loose-passive,ATs,1.893288238863863,8
Loose-passive,Loose-passive,K9s,1.9601219770068927,8
Loose-passive,Loose-passive,55,2.1222012845752807,8
Loose-passive,Loose-passive,66,1.817463414871995,8
Loose-passive,Loose-passive,KQs,1.8982633063668866,8
Loose-passive,Loose-passive,A8s,1.8333476665382757,8
Loose-passive,Loose-passive,ATo,1.915346369479679,8
Loose-passive,Loose-passive,A5s,1.9786436138554993,8
Loose-passive,Loose-passive,QTs,2.021261360778992,8
Loose-passive,Loose-passive,K8s,1.8913101999771187,8
Loose-passive,Loose-passive,KTs,1.950051960856194,8
Loose-passive,Loose-passive,A4s,1.9830192756352671,8
Loose-passive,Loose-passive,KJo,1.998843586729222,8
Loose-passive,Loose-passive,K5s,1.9815207613271273,8
Loose-passive,Loose-passive,A6s,1.832448557953392,8
